availability_30,availability_60,availability_90,availability_365
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,365
0,0,0,0
30,60,90,365
0,8,33,234
0,0,0,0
0,0,0,0
0,1,3,153
0,0,0,0
16,18,27,302
30,60,90,365
0,15,22,200
14,19,49,324
24,36,51,125
30,60,90,365
30,60,90,365
0,5,35,310
29,59,89,364
0,0,0,0
0,0,0,0
19,49,79,354
21,44,74,349
26,55,85,351
30,60,90,365
0,0,0,0
5,11,32,305
0,0,0,0
17,36,60,332
26,53,78,353
5,5,5,255
0,0,0,0
4,15,28,179
0,0,0,0
0,0,0,0
2,6,15,196
4,15,26,223
5,28,58,146
0,0,0,0
25,51,51,51
0,0,0,0
0,14,14,134
18,48,78,353
10,15,33,287
0,0,0,0
17,34,42,317
17,42,72,347
13,41,71,346
30,60,90,180
0,0,0,0
19,46,71,313
0,0,4,5
0,0,0,0
29,59,89,364
30,47,69,344
0,0,0,0
6,28,51,259
0,0,0,0
0,0,0,0
1,12,37,127
21,51,81,173
11,26,44,281
21,40,40,147
30,60,90,365
30,60,90,365
30,60,90,365
23,53,83,83
0,0,0,252
15,25,50,50
7,29,43,152
18,18,18,74
30,60,90,365
8,21,51,288
0,0,0,0
10,24,41,240
6,12,26,116
22,33,49,288
1,1,6,259
0,0,0,0
29,59,89,364
5,14,26,185
8,34,57,261
29,59,89,90
1,6,6,91
7,28,50,227
29,59,89,89
0,0,0,0
0,0,0,0
2,23,53,136
25,50,74,323
5,10,22,219
12,37,59,334
30,60,90,365
6,6,6,6
0,0,0,0
0,0,3,3
10,28,46,119
8,17,47,300
0,0,0,0
28,58,88,363
1,7,30,80
26,56,86,361
5,23,47,287
28,56,86,86
2,4,15,120
24,42,72,347
8,35,65,339
0,0,0,95
0,0,0,0
0,0,0,0
2,5,9,188
28,45,75,329
30,60,83,328
6,24,54,318
0,0,0,0
1,10,24,257
11,18,38,306
17,20,50,139
23,49,79,354
3,8,16,249
30,60,82,357
10,35,65,317
4,20,25,229
14,44,74,134
5,17,47,302
12,17,17,43
0,0,0,0
0,4,11,141
25,52,75,350
0,0,0,24
3,7,7,7
0,0,0,0
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,0
11,16,46,321
0,0,0,0
0,0,0,102
9,30,53,319
29,59,89,364
0,0,0,0
0,0,4,5
13,35,49,221
10,40,70,71
30,60,90,365
1,6,21,137
29,55,85,360
5,21,49,316
11,23,46,222
9,39,69,159
6,26,51,311
0,2,24,266
0,0,11,286
30,60,90,365
1,1,1,225
30,60,89,359
30,60,90,179
0,0,0,0
30,60,90,365
27,57,87,362
30,60,90,365
0,0,0,0
0,0,0,0
25,50,80,338
0,9,9,9
0,0,0,0
29,59,89,364
2,7,37,216
27,57,81,356
21,41,63,150
8,28,53,316
10,21,32,267
4,7,20,228
25,55,85,360
0,0,0,0
8,20,26,263
0,0,0,0
9,12,28,59
0,0,0,0
6,30,60,331
0,0,0,0
1,20,50,70
0,23,53,328
30,60,90,90
16,39,46,291
11,12,22,281
3,3,3,3
3,7,14,70
17,46,73,341
0,0,0,0
30,56,77,345
23,53,71,346
9,17,38,304
0,0,0,0
0,7,21,143
8,16,30,294
2,3,6,114
21,23,25,139
17,41,69,340
29,59,89,179
26,56,86,86
0,0,0,0
0,5,30,30
0,0,0,0
0,4,34,309
0,0,0,0
25,45,65,324
0,0,0,0
0,0,0,187
9,39,46,314
0,0,0,0
0,0,0,0
0,0,0,0
14,24,54,54
23,29,29,265
27,57,87,87
0,0,0,0
23,45,65,65
17,41,69,340
13,25,44,108
8,22,49,303
1,7,20,180
6,10,14,49
0,5,6,124
27,48,78,78
0,0,0,0
29,59,89,364
23,53,83,358
3,12,24,275
0,0,0,0
3,4,18,220
0,0,0,0
28,58,88,363
0,0,4,193
0,0,0,0
16,27,55,301
22,46,76,351
29,59,89,364
0,0,0,0
0,0,0,0
16,31,39,294
0,0,2,277
11,11,11,253
30,60,90,365
11,41,71,346
10,20,50,299
29,59,89,364
8,28,55,299
0,15,28,212
0,0,18,29
0,0,0,0
24,49,49,49
2,11,15,154
29,59,89,89
0,0,0,0
0,8,31,258
0,0,0,240
0,0,9,199
0,0,0,0
4,34,64,267
23,50,64,238
15,30,31,100
8,28,58,135
26,51,77,300
14,19,41,235
23,53,83,358
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,157
30,60,90,365
0,0,0,0
0,0,0,0
23,50,80,261
16,16,17,282
2,2,2,2
0,12,42,283
20,31,61,336
2,32,40,305
30,60,90,365
0,0,0,139
18,48,78,353
20,37,50,275
0,0,0,0
9,20,20,20
29,59,89,364
0,0,0,0
28,54,82,351
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,35,63,322
21,47,77,352
30,60,90,365
0,0,0,0
7,37,67,87
30,60,90,365
7,18,48,323
0,0,0,0
0,1,1,127
0,0,0,0
9,29,59,224
24,45,74,74
0,0,0,0
0,0,0,0
30,60,90,365
7,29,53,53
8,20,26,243
30,60,90,365
15,30,45,215
17,47,77,352
0,0,0,0
6,36,66,341
30,60,90,90
0,0,0,0
30,53,73,343
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,4,7,76
30,60,90,365
